	compound	original_molecule	standardized_molecule	standardized_molecule_InchiKey	properties_log
49	439514	COC1=C(C=C2C(=C1)C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O	COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	SGTCGCCQZOUMJJ-YMILTQATSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
50	3010930	COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@]3(CO2)O)C4=CC(=C(C=C4)O)OC)O	COc1cc([C@H]2OC[C@]3(O)[C@@H](c4ccc(O)c(OC)c4)OC[C@H]23)ccc1O	CICMVLOHBZPXIT-WNISUXOKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
51	5317284	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O	COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O	FHHSEFRSDKWJKJ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
52	439155	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	ZJUKTBDSGOFHSH-WFMPWKQPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
53	5281417	C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O	O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1	XHCADAYNFIFUHF-TVKJYDDYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
54	72281	COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O	COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O	AIONOLUJZLIMTK-AWEZNQCLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
55	128861	C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O	Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1	VEVZSMAEJFVWIL-UHFFFAOYSA-O	Molecule correct. Molecular properties (MW,NR) within standard limits
56	101109285	C[C@H]1[C@H]([C@@H](C(=CO1)C(=O)OC)C(=O)OCCC2=CC(=C(C=C2)O)O)C=O	COC(=O)C1=CO[C@@H](C)[C@@H](C=O)[C@@H]1C(=O)OCCc1ccc(O)c(O)c1	AZCKTGHZOSZOAM-IETSOEAISA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
57	6476722	C/C=C\1/[C@@H](C(=CO[C@H]1OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OC	C/C=C1\[C@H](OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC	KYVUMEGNMQDSHO-VQQRNZRFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
58	101042548	C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)O)CC(=O)O	C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CC(=O)O	PNMNSRMFRJNZFD-IPEIANHJSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
59	56842347	C/C=C/1\[C@@H](C(=CO[C@H]1O)C(=O)OC)CC(=O)OCCC2=CC(=C(C=C2)O)O	C/C=C1\[C@H](CC(=O)OCCc2ccc(O)c(O)c2)C(C(=O)OC)=CO[C@H]1O	BIWKXNFEOZXNLX-BBHIFXBUSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
60	131750845	COC1=C(C=CC(=C1)C2=C3COCCC3=CC(=C2O)O)O	COc1cc(-c2c(O)c(O)cc3c2COCC3)ccc1O	NTXDKLARYKJXCA-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
61	5273570	COC1=C(C=CC(=C1)C[C@]2(CO[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)O)O	COc1cc(C[C@@]2(O)CO[C@H](c3ccc(O)c(OC)c3)[C@H]2CO)ccc1O	BVHIKUCXNBQDEM-JSNMRZPZSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
62	3084796	C1=CC(C=CC1=O)(CCO[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O)O	O=C1C=CC(O)(CCO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)C=C1	VTVARPTUBCBNJX-WJTVCTBASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
63	89640	C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O	C[C@H]1[C@@H](O)C[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21	JNNGEAWILNVFFD-CDJYTOATSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
64	71718370	COC(=O)C1=CO[C@H]([C@H]([C@@H]1CC(=O)OCCC2=CC=C(C=C2)O)C=C)O	C=C[C@H]1[C@H](CC(=O)OCCc2ccc(O)cc2)C(C(=O)OC)=CO[C@H]1O	NQLYCRWAQRIPIC-YZVOILCLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
65	14136854	C=C[C@@H]1[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)O)CC(=O)O	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CC(=O)O	RGTONEMDTVVDMY-GRTPNEQMSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
66	439612	C=C[C@@H]1[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)O)CC=O	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CC=O	PUEUIRDVQIKCCG-ZASXJUAOSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
67	14521044	COC1=C(C=CC(=C1)CC2COC(C2(CO)O)C3=CC(=C(C=C3)O)OC)O	COc1cc(CC2COC(c3ccc(O)c(OC)c3)C2(O)CO)ccc1O	XNMLTBUWDJZKPW-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
68	161276	COC(=O)C1=CO[C@H]([C@@H]([C@@H]1CC=O)C=C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC=O	CSKKDSFETGLMSB-NRZPKYKESA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
69	442831	CC(=O)O[C@]12CO[C@@H]([C@H]1CO[C@@H]2C3=CC(=C(C=C3)O)OC)C4=CC(=C(C=C4)O)OC	COc1cc([C@H]2OC[C@]3(OC(C)=O)[C@@H](c4ccc(O)c(OC)c4)OC[C@H]23)ccc1O	NATDFORNCKZPCI-FPHUIIFBSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
70	87691	C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O	COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C[C@H](O)[C@@H]2C	AMBQHHVBBHTQBF-UOUCRYGSSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
71	159278	C1=CC(=CC=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O	OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O	ILRCGYURZSFMEG-RKQHYHRCSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
72	6440397	C1=CC(=C(C=C1/C=C/C(=O)O[C@H]([C@H](C(=O)O)O)C(=O)O)O)O	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O	SWGKAHCIOQPKFW-JTNORFRNSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
73	14488076	COC(=O)C1=CO[C@H]([C@@H]([C@@H]1CCO)C=C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CCO	GHRNLKSWTKHISE-NRZPKYKESA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
74	131750844	C1COCC2=C(C(=C(C=C21)O)O)C3=CC=CC=C3	Oc1cc2c(c(-c3ccccc3)c1O)COCC2	VRLJYLQPMSKUMO-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
75	15553186	C/C=C(\C=O)/[C@@H](CC=O)CC(=O)OCCC1=CC(=C(C=C1)O)O	C/C=C(\C=O)[C@@H](CC=O)CC(=O)OCCc1ccc(O)c(O)c1	XLPXUPOZUYGVPD-AGIOQNCLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
76	11652416	C/C=C(/C=O)\[C@@H](CC=O)CC(=O)OCCC1=CC=C(C=C1)O	C/C=C(/C=O)[C@@H](CC=O)CC(=O)OCCc1ccc(O)cc1	VPOVFCBNUOUZGG-VAKDEWRISA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
77	72	C1=CC(=C(C=C1C(=O)O)O)O	O=C(O)c1ccc(O)c(O)c1	YQUVCSBJEUQKSH-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
78	3469	C1=CC(=C(C=C1O)C(=O)O)O	O=C(O)c1cc(O)ccc1O	WXTMDXOMEHJXQO-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
79	6508	C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O	O=C(O)C1(O)C[C@@H](O)C(O)[C@H](O)C1	AAWZDTNXLSGCEK-LNVDRNJUSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
80	155240	CC(=O)OCCC1=CC(=C(C=C1)O)O	CC(=O)OCCc1ccc(O)c(O)c1	FGJGLFPNIZXRLV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
81	637541	C1=CC(=CC(=C1)O)/C=C/C(=O)O	O=C(O)/C=C/c1cccc(O)c1	KKSDGJDHHZEWEP-SNAWJCMRSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
82	637540	C1=CC=C(C(=C1)/C=C/C(=O)O)O	O=C(O)/C=C/c1ccccc1O	PMOWTIHVNWZYFI-AATRIKPKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
83	689043	C1=CC(=C(C=C1/C=C/C(=O)O)O)O	O=C(O)/C=C/c1ccc(O)c(O)c1	QAIPRVGONGVQAS-DUXPYHPUSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
84	1491	C1=CC(=C(C=C1O)O)C(=O)O	O=C(O)c1ccc(O)cc1O	UIAFKZKHHVMJGS-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
85	91528	C1=CC(=C(C=C1C(CO)O)O)O	OCC(O)c1ccc(O)c(O)c1	MTVWFVDWRVYDOR-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
86	8468	COC1=C(C=CC(=C1)C(=O)O)O	COc1cc(C(=O)O)ccc1O	WKOLLVMJNQIZCI-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
87	370	C1=C(C=C(C(=C1O)O)O)C(=O)O	O=C(O)c1cc(O)c(O)c(O)c1	LNTHITQWFMADLM-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
88	16681728	C/C=C(/C=O)\C(CC=O)CC(=O)OCCC1=CC=C(C=C1)O	C/C=C(/C=O)C(CC=O)CC(=O)OCCc1ccc(O)cc1	VPOVFCBNUOUZGG-VVHNFQOZSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
89	637775	COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O	COc1cc(/C=C/C(=O)O)cc(OC)c1O	PCMORTLOPMLEFB-ONEGZZNKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
90	5281416	C1=CC(=O)OC2=CC(=C(C=C21)O)O	O=c1ccc2cc(O)c(O)cc2o1	ILEDWLMCKZNDJK-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
91	637542	C1=CC(=CC=C1/C=C/C(=O)O)O	O=C(O)/C=C/c1ccc(O)cc1	NGSWKAQJJWESNS-ZZXKWVIFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
92	8742	C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O	O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1	JXOHGGNKMLTUBP-HSUXUTPPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
93	7121	COC1=C(C=C(C=C1)C(=O)O)OC	COc1ccc(C(=O)O)cc1OC	DAUAQNGYDSHRET-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
94	5280460	COC1=C(C=C2C(=C1)C=CC(=O)O2)O	COc1cc2ccc(=O)oc2cc1O	RODXRVNMMDRFIK-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
95	853433	C/C=C/C1=CC(=C(C=C1)O)OC	C/C=C/c1ccc(O)c(OC)c1	BJIOGJUNALELMI-ONEGZZNKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
96	9338	C1=CC(=C(C(=C1)O)C(=O)O)O	O=C(O)c1c(O)cccc1O	AKEUNCKRJATALU-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
97	445858	COC1=C(C=CC(=C1)/C=C/C(=O)O)O	COc1cc(/C=C/C(=O)O)ccc1O	KSEBMYQBYZTDHS-HWKANZROSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
98	446874	CO[C@H]1[C@@H]([C@H]([C@@H](O[C@@H]1C(=O)O)O)O)O	CO[C@@H]1[C@@H](C(=O)O)O[C@@H](O)[C@H](O)[C@H]1O	WGLLPAPKWFDHHV-RLZVPWTLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
99	82755	C1=CC(=C(C=C1CCO)O)O	OCCc1ccc(O)c(O)c1	JUUBCHWRXWPFFH-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
100	780	C1=CC(=C(C=C1O)CC(=O)O)O	O=C(O)Cc1cc(O)ccc1O	IGMNYECMUMZDDF-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
101	11195402	CC(=O)OCCC1=CC=C(C=C1)OC(=O)C	CC(=O)OCCc1ccc(OC(C)=O)cc1	JRBAXMAMWTZVRE-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
102	62465	CCC1=CC(=C(C=C1)O)OC	CCc1ccc(O)c(OC)c1	CHWNEIVBYREQRF-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
103	547	C1=CC(=C(C=C1CC(=O)O)O)O	O=C(O)Cc1ccc(O)c(O)c1	CFFZDZCDUFSOFZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
104	135	C1=CC(=CC=C1C(=O)O)O	O=C(O)c1ccc(O)cc1	FJKROLUGYXJWQN-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
105	332	COC1=C(C=CC(=C1)C=C)O	C=Cc1ccc(O)c(OC)c1	YOMSJEATGXXYPX-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
106	10394	C1=CC(=CC=C1CCC(=O)O)O	O=C(O)CCc1ccc(O)cc1	NMHMNPHRMNGLLB-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
107	1738	COC1=C(C=CC(=C1)CC(=O)O)O	COc1cc(CC(=O)O)ccc1O	QRMZSPFSDQBLIX-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
108	127	C1=CC(=CC=C1CC(=O)O)O	O=C(O)Cc1ccc(O)cc1	XQXPVVBIMDBYFF-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
109	10742	COC1=CC(=CC(=C1O)OC)C(=O)O	COc1cc(C(=O)O)cc(OC)c1O	JMSVCTWVEWCHDZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
110	16928	COC1=C(C=CC(=C1)CCO)O	COc1cc(CCO)ccc1O	XHUBSJRBOQIZNI-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
111	9958	CC1=CC(=C(C=C1)O)O	Cc1ccc(O)c(O)c1	ZBCATMYQYDCTIZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
112	15109	COC1=C(C(=CC=C1)OC)C(=O)O	COc1cccc(OC)c1C(=O)O	MBIZFBDREVRUHY-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
113	444539	C1=CC=C(C=C1)/C=C/C(=O)O	O=C(O)/C=C/c1ccccc1	WBYWAXJHAXSJNI-VOTSOKGWSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
114	169607	C[C@H]1[C@H]([C@@H](C(=CO1)C(=O)OC)CC(=O)O)C=O	COC(=O)C1=CO[C@@H](C)[C@@H](C=O)[C@@H]1CC(=O)O	MQFAJBBHEYTHKF-BIIVOSGPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
115	151276	COC1=C(C=CC(=C1)CC=O)O	COc1cc(CC=O)ccc1O	GOQGGGANVKPMNH-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
116	8655	COC1=CC(=CC(=C1O)OC)C=O	COc1cc(C=O)cc(OC)c1O	KCDXJAYRVLXPFO-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
117	8357	COC1=CC(=CC(=C1OC)OC)C(=O)O	COc1cc(C(=O)O)cc(OC)c1OC	SJSOFNCYXJUNBT-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
118	7139	COC1=C(C=C(C=C1)CC(=O)O)OC	COc1ccc(CC(=O)O)cc1OC	WUAXWQRULBZETB-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
119	10393	C1=CC(=CC=C1CCO)O	OCCc1ccc(O)cc1	YCCILVSKPBXVIP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
120	289	C1=CC=C(C(=C1)O)O	Oc1ccccc1O	YCIMNLLNPGFGHC-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
121	62453	C=CC1=CC=C(C=C1)O	C=Cc1ccc(O)cc1	FUGYGGDSWSUORM-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
122	342	CC1=CC(=CC=C1)O	Cc1cccc(O)c1	RLSSMJSEOOYNOY-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
123	126	C1=CC(=CC=C1C=O)O	O=Cc1ccc(O)cc1	RGHHSNMVTDWUBI-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
124	460	COC1=CC=CC=C1O	COc1ccccc1O	LHGVFZTZFXWLCP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
125	31242	CCC1=CC=C(C=C1)O	CCc1ccc(O)cc1	HXDOZKJGKXYMEW-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
126	335	CC1=CC=CC=C1O	Cc1ccccc1O	QWVGKYWNOKOFNN-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
127	2879	CC1=CC=C(C=C1)O	Cc1ccc(O)cc1	IWDCLRJOBJJRNH-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
128	996	C1=CC=C(C=C1)O	Oc1ccccc1	ISWSIDIOOBJBQZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
